timeStamp,robotRealCenCoords,robotHeading
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(213.9626436829567, -173.94583880901337)",-68.20553822150615
0.0,[nan nan]
0.0,"(214.80237525701523, -174.03296434879303)",-68.00451209385433
0.0,"(214.07875221967697, -173.9584275484085)",-68.12985289531323
0.0,"(214.14607018232346, -174.04881143569946)",-68.14692153804909
0.0,"(213.91814523935318, -173.98456299304962)",-68.20236218354208
0.0,[nan nan]
0.0,[nan nan]
0.0,"(213.8724552989006, -173.8551905155182)",-68.18866082406704
0.0,"(215.0463081598282, -174.2286514043808)",-67.97107148767795
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.10079485177994, -174.18385124206543)",-68.07748583494674
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.81567627191544, -173.97969591617584)",-68.02436062358238
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.89309978485107, -174.0478619337082)",-67.9961109611752
0.0,"(214.0042552947998, -173.982271194458)",-68.2357959595293
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.83491307497025, -174.17490684986115)",-68.0599117582123
0.0,"(214.57318478822708, -173.9862653017044)",-68.06963111740123
0.0,"(213.4770159125328, -173.81294989585876)",-68.27709811344036
0.0,[nan nan]
0.0,"(213.79839247465134, -173.99055445194244)",-68.29151664277826
0.0,[nan nan]
0.0,"(214.37475097179413, -174.00835919380188)",-68.03674375654761
0.0,"(214.62297302484512, -173.80965626239777)",-68.13556976364853
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.34126430749893, -173.97346711158752)",-68.07788881610777
0.0,[nan nan]
0.07335510000120848,[nan nan]
0.19529229996260256,[nan nan]
0.3330617999890819,"(214.4915350675583, -174.1626877784729)",-68.08242406171667
0.45897719997446984,[nan nan]
0.593469399958849,"(214.45438885688782, -174.0174185037613)",-68.11251104501056
0.7232520999386907,"(214.2602608203888, -174.05895674228668)",-68.03729017168122
0.854852799908258,[nan nan]
0.9684931999072433,[nan nan]
1.1073928999248892,[nan nan]
1.2273518999572843,"(214.41244208812714, -174.18834447860718)",-67.98199979034996
1.3507748999400064,[nan nan]
1.4746781999710947,"(213.79799580574036, -173.85222351551056)",-68.24123279010863
1.6094915999565274,[nan nan]
1.7450377999339253,[nan nan]
1.8691830999450758,"(214.71991550922394, -174.0956436395645)",-68.04919519140455
1.9915822999319062,[nan nan]
2.118211599998176,[nan nan]
2.2447737999027595,[nan nan]
2.378054999979213,"(214.49347871541977, -174.0606324672699)",-68.10635021437922
2.5121629999484867,"(214.57170164585114, -174.15807795524597)",-68.10319466698267
