timeStamp,robotRealCenCoords,robotHeading
0.0,[nan nan]
0.0,"(212.95762103796005, -173.18946135044098)",-68.67161667008946
0.0,"(212.78257983922958, -173.1731115579605)",-68.74082014676004
0.0,"(211.74955451488495, -172.96163725852966)",-69.0198470347334
0.0,[nan nan]
0.0,"(212.10777813196182, -173.05115580558777)",-68.93797355715246
0.0,[nan nan]
0.0,"(212.94886660575867, -173.36121320724487)",-68.56999028542884
0.0,"(212.55688393115997, -173.17221891880035)",-68.78486803671746
0.0,[nan nan]
0.0,"(212.490906894207, -172.98949813842773)",-68.84442045609079
0.0,[nan nan]
0.0,"(212.3094763159752, -173.10792803764343)",-68.72055497549262
0.0,[nan nan]
0.0,"(212.42252081632614, -173.18446016311646)",-68.81804909570538
0.0,"(212.51393675804138, -173.07342529296875)",-68.7957212073086
0.0,"(212.43923246860504, -173.074192404747)",-68.75304618537436
0.0,[nan nan]
0.0,"(213.49814462661743, -173.29936182498932)",-68.46470974956227
0.0,[nan nan]
0.0,"(212.7166869044304, -173.22770738601685)",-68.71876546593006
0.0,[nan nan]
0.0,"(212.23117643594742, -173.00907933712006)",-68.88279245884793
0.0,"(211.68830943107605, -172.91087698936462)",-69.0242661671264
0.0,"(212.53954577445984, -173.21591579914093)",-68.73061584414005
0.0,"(212.94685500860214, -173.2210990190506)",-68.6509963289852
0.0,[nan nan]
0.0,"(213.06704658269882, -173.326153755188)",-68.59800772140424
0.0,"(213.3758766055107, -173.2440574169159)",-68.59278945687835
0.0,"(213.07794445753098, -173.17282855510712)",-68.62379168552104
0.0,"(213.54570370912552, -173.28908443450928)",-68.5123776397798
0.0,[nan nan]
0.0,[nan nan]
0.0,"(211.87559241056442, -173.07219851016998)",-68.92232559376396
0.0,"(213.31198233366013, -173.40496587753296)",-68.59108873977502
0.0,"(212.47110879421234, -172.82577621936798)",-68.77969758351576
0.0,"(213.40355914831161, -173.19577848911285)",-68.5852420978455
0.0,[nan nan]
0.0,[nan nan]
0.0,"(213.41076630353928, -173.3551973104477)",-68.49825280857621
0.0,[nan nan]
0.0,"(212.70063662528992, -172.8448873758316)",-68.73659908985297
