timeStamp,robotRealCenCoords,robotHeading
0.0,[nan nan]
0.0,"(214.8275671005249, -181.15901947021484)",-65.93122183167529
0.0,"(214.93408584594727, -181.19594192504883)",-66.08652667302304
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.6878662109375, -181.01719093322754)",-66.11877882628384
0.0,"(214.5581340789795, -181.14220809936523)",-66.17995000049048
0.0,"(214.80872344970703, -181.1415195465088)",-66.0916629752789
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.7479944229126, -181.0953826904297)",-66.07651361569981
0.0,"(215.18417739868164, -181.33328437805176)",-65.9922632322877
0.0,[nan nan]
0.0,"(214.72860527038574, -181.0679931640625)",-66.05394667068208
0.0,"(214.1585292816162, -181.0765438079834)",-66.26397498765998
0.0,"(214.96670150756836, -181.1383457183838)",-66.15538181004594
0.0,[nan nan]
0.0,"(214.6560297012329, -181.19519805908203)",-65.99447621357878
0.0,[nan nan]
0.0,"(214.433611869812, -181.05938339233398)",-66.26261578001514
0.0,"(214.79301738739014, -181.08866500854492)",-66.10881358028479
0.0,[nan nan]
0.0,"(214.69021892547607, -181.16342544555664)",-66.08996225817556
0.0,"(215.0026454925537, -181.2114486694336)",-65.98689470360007
0.0,"(214.41184329986572, -181.02128219604492)",-66.21617049365905
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.55834579467773, -180.9984951019287)",-66.2221264186153
0.0,"(214.51569938659668, -181.07677841186523)",-66.16534022585581
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.5056266784668, -181.11501693725586)",-66.08056391787763
0.0,"(214.57796001434326, -181.09701538085938)",-66.11730350542312
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.9287395477295, -181.1907787322998)",-66.02748651783746
0.0,[nan nan]
0.0,"(215.45487213134766, -181.21730613708496)",-65.87727016742136
0.0,"(214.9379301071167, -181.12019157409668)",-66.05439063297814
0.0,"(214.95019817352295, -181.04698181152344)",-66.11939354330914
0.0,"(214.83215427398682, -181.1251220703125)",-66.06633663383649
0.0,"(214.5567970275879, -180.96562957763672)",-66.15853735744248
0.0,[nan nan]
0.08175630000187084,"(214.88431930541992, -181.00232887268066)",-66.07360395511338
0.2241941999818664,"(215.14361381530762, -181.1953887939453)",-66.04096931125906
0.3716951999813318,"(214.91845989227295, -181.1046199798584)",-66.05011493455771
0.5253752999997232,[nan nan]
0.6810351999884006,"(214.70062255859375, -180.9859848022461)",-66.16840015060399
0.821295999980066,"(214.78339862823486, -181.16193008422852)",-66.12829327979767
0.9625372999871615,"(214.85401916503906, -180.98394584655762)",-66.1371247143945
1.1286499999987427,[nan nan]
1.263600599981146,"(214.8229808807373, -181.08131790161133)",-66.0750792759741
1.4185050999803934,[nan nan]
