timeStamp,robotRealCenCoords,robotHeading
0.0,[nan nan]
0.0,[nan nan]
0.0,"(215.08344328403473, -170.22833895683289)",-68.79384973547602
0.0,[nan nan]
0.0,[nan nan]
0.0,"(215.43220400810242, -169.95915031433105)",-68.72346463607904
0.0,"(215.17354106903076, -170.08508348464966)",-68.75131131732518
0.0,"(215.39983981847763, -170.16009867191315)",-68.73155158005633
0.0,"(215.95612156391144, -170.28525984287262)",-68.53710292457524
0.0,[nan nan]
0.0,"(214.93587791919708, -170.1513078212738)",-68.86139347617828
0.0,"(215.8123378753662, -170.2538367509842)",-68.66841331136874
0.0,"(214.9904379248619, -169.9487910270691)",-68.7845811687723
0.0,"(214.81925237178802, -169.91122543811798)",-68.87652917537902
0.0,[nan nan]
0.0,[nan nan]
0.0,"(214.6978645324707, -169.90083277225494)",-68.92916261312314
0.0,"(215.28260093927383, -170.2497819662094)",-68.79658864133319
0.0,"(215.6120689511299, -170.33057594299316)",-68.6444120266253
0.0,"(214.9082369208336, -170.18124544620514)",-68.87557977908439
0.0,"(216.24938333034515, -170.24057483673096)",-68.5196859421917
0.0,"(214.65316343307495, -169.87854194641113)",-68.92039265022885
0.0,"(215.65147995948792, -170.1254870891571)",-68.67152104744109
0.0,"(215.84648883342743, -170.31297719478607)",-68.56446466239031
0.0,[nan nan]
0.0,"(215.19434422254562, -170.2094805240631)",-68.7620347143221
0.0,"(215.2745104432106, -170.077552318573)",-68.77430173407144
0.0,[nan nan]
0.0,[nan nan]
0.0,"(215.34488201141357, -170.1548193693161)",-68.75881086503385
0.0,"(216.22645771503448, -170.24491822719574)",-68.45922510765875
0.0,"(215.67636358737946, -170.34996378421783)",-68.62935145950543
0.0,"(214.74783462285995, -170.00824236869812)",-68.95668827547829
0.0,"(215.01421427726746, -169.98354732990265)",-68.83993302180609
0.0,[nan nan]
0.0,"(216.22182750701904, -170.46379923820496)",-68.47691529760908
0.0,[nan nan]
0.0,[nan nan]
0.0,"(215.52598965168, -170.1881641149521)",-68.66486161300033
0.0,"(215.4436159133911, -170.18643152713776)",-68.76320950685934
0.0,"(214.98215985298157, -170.240541100502)",-68.78600184811967
0.0,"(216.5908722281456, -170.54816448688507)",-68.44771623890728
0.0,"(214.58314365148544, -170.108335852623)",-68.94857401074432
0.0,"(214.9887198805809, -169.91771721839905)",-68.83091717210168
0.0,"(215.35341507196426, -170.0040636062622)",-68.72114237176123
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(215.78570997714996, -170.3787980079651)",-68.58563141862818
0.0,"(215.64761233329773, -170.14981091022491)",-68.69719572853117
0.0,"(215.15731596946716, -170.143514752388)",-68.79079664091702
0.0,"(215.47772526741028, -170.01974487304688)",-68.69201844514029
0.0,[nan nan]
0.0,"(215.6161094903946, -170.02779710292816)",-68.65202768754988
0.0,"(215.23888039588928, -170.06724679470062)",-68.75508158174702
0.0,"(214.429197371006, -169.96808445453644)",-68.97156442749058
0.0,"(215.26475405693054, -170.2132008075714)",-68.72909271195513
0.0,"(215.62066727876663, -170.12878918647766)",-68.67374085892135
0.0,"(215.29818785190582, -170.14801013469696)",-68.80018132083661
0.0,[nan nan]
0.0,"(214.47449761629105, -169.9027693271637)",-69.01889763843877
0.0,[nan nan]
0.0,[nan nan]
0.0,"(215.91740095615387, -170.22858214378357)",-68.58164258815289
