timeStamp,robotRealCenCoords,robotHeading
0.0,"(212.31977939605713, -176.03737449645996)",-65.07892350628443
0.0,"(211.85941123962402, -175.857177734375)",-65.28994903088113
0.0,"(211.48949146270752, -175.6847267150879)",-65.4304938334325
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(212.29044723510742, -175.8844451904297)",-65.16665045598407
0.0,[nan nan]
0.0,[nan nan]
0.0,"(211.5380163192749, -175.64495277404785)",-65.46877704373041
0.0,"(211.82955741882324, -175.69785690307617)",-65.33365541138005
0.0,[nan nan]
0.0,[nan nan]
0.0,"(211.92187309265137, -175.82037925720215)",-65.22396940349881
0.0,"(212.424391746521, -175.96817016601562)",-65.17804321151965
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(212.22549724578857, -175.99206352233887)",-65.0843261859179
0.0,"(212.0030174255371, -176.03228759765625)",-65.25650842470475
0.0,"(212.13117218017578, -175.5929126739502)",-65.26508714230229
0.0,[nan nan]
0.0,[nan nan]
0.0,"(211.91622734069824, -175.80155181884766)",-65.31673020261675
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(211.7603816986084, -175.6946258544922)",-65.32847129780001
0.0,[nan nan]
0.0,"(211.95144367218018, -175.94621467590332)",-65.2153838557121
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(211.38712882995605, -175.75636100769043)",-65.34836080866309
0.03917260002344847,[nan nan]
0.17625080002471805,[nan nan]
0.3091374000068754,"(212.9123764038086, -176.16710662841797)",-64.90715790903694
0.4318408998660743,[nan nan]
0.5728970998898149,[nan nan]
0.6942249999847263,"(212.1224718093872, -176.0179042816162)",-65.19860891111055
0.8109090998768806,[nan nan]
0.9379447000101209,[nan nan]
1.0699684999417514,[nan nan]
1.2007829998619854,[nan nan]
1.3442400000058115,"(211.86903762817383, -175.92619705200195)",-65.19312426920703
1.4642576999031007,"(212.28693675994873, -175.89281272888184)",-65.23198121539524
1.591719799907878,[nan nan]
1.7186491000466049,[nan nan]
1.8415039000101388,[nan nan]
1.9820230000186712,[nan nan]
2.128689399920404,[nan nan]
2.264526299899444,[nan nan]
2.3908038998488337,[nan nan]
2.5205538000445813,"(212.21823978424072, -175.91737365722656)",-65.15637102128319
2.6459212999325246,"(211.914945602417, -175.91197204589844)",-65.17159551294316
2.7728831998538226,"(212.22207736968994, -175.78417205810547)",-65.06235346735797
2.9047365998849273,"(212.2729549407959, -175.87978744506836)",-65.27605642610934
3.0376742999069393,[nan nan]
3.167585500050336,[nan nan]
3.295578100020066,[nan nan]
3.419569999910891,[nan nan]
3.546313300030306,"(212.47835540771484, -175.97352027893066)",-65.0809793932246
3.672711899969727,"(211.7611436843872, -175.66018676757812)",-65.32618318442806
3.801203199895099,"(212.41496562957764, -175.77536964416504)",-65.07890301571692
3.964335999917239,"(211.55820846557617, -175.67152786254883)",-65.3783111881736
4.10332449991256,[nan nan]
4.236199999926612,[nan nan]
4.370613500010222,[nan nan]
4.507635300047696,"(212.28917026519775, -175.85422897338867)",-65.19132792945533
4.665109500056133,[nan nan]
4.79342840006575,"(212.05350971221924, -175.90667152404785)",-65.21664744070856
4.92303069983609,[nan nan]
5.052721000043675,"(211.9688014984131, -175.73794746398926)",-65.24648853719235
5.177742799976841,"(211.89850044250488, -175.89108657836914)",-65.22877102648533
5.304893899941817,[nan nan]
5.433509900001809,"(211.74158668518066, -175.80323219299316)",-65.38356360364533
5.572414099937305,"(212.14310932159424, -175.91189193725586)",-65.22383962990459
5.702387899858877,"(211.54783248901367, -175.73153495788574)",-65.37620748990923
5.827797999838367,"(212.32967472076416, -176.16932487487793)",-65.04124135263346
5.971600600052625,[nan nan]
6.094918000046164,[nan nan]
6.232800700003281,[nan nan]
6.370535899884999,[nan nan]
6.4973645999561995,[nan nan]
6.625067099928856,[nan nan]
6.7513124998658895,"(212.44029712677002, -176.11181449890137)",-65.048816032423
6.88855589996092,"(211.98535060882568, -175.84136962890625)",-65.16736079565774
7.0144259999506176,"(212.1051540374756, -175.86793518066406)",-65.21679087468112
7.141624100040644,[nan nan]
7.265216799918562,"(212.01178741455078, -175.86885452270508)",-65.32144986333324
7.395028400002047,[nan nan]
7.521643299842253,"(212.13878345489502, -175.9172191619873)",-65.21663378033023
7.6529905998613685,"(212.15149307250977, -175.72474670410156)",-65.12426913218414
7.783767899964005,[nan nan]
7.917816299945116,"(212.51843738555908, -176.0074234008789)",-65.12858581173958
8.060720699839294,"(212.09382915496826, -175.84307861328125)",-65.20603332673836
8.203698500059545,"(211.91312503814697, -175.84010887145996)",-65.14032007673367
8.333897599950433,"(212.25503826141357, -176.1077537536621)",-65.12155754708364
8.481601499952376,[nan nan]
8.617519399849698,[nan nan]
8.759846000000834,"(212.4840383529663, -175.92654609680176)",-65.09436656399782
8.89132469985634,[nan nan]
9.017013299977407,[nan nan]
9.151286599924788,[nan nan]
9.278642700053751,[nan nan]
9.452207199996337,[nan nan]
9.577528900001198,[nan nan]
9.708947999868542,[nan nan]
