timeStamp,robotRealCenCoords,robotHeading
0.0,[nan nan]
0.0,[nan nan]
0.0,"(2333.2641162872314, 967.8331546783447)",-55.32362386194367
0.0,"(2333.7142810821533, 967.7997875213623)",-55.370721431365496
0.0,[nan nan]
0.0,"(2334.1798515319824, 967.1567821502686)",-54.916213323236164
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(2332.692123413086, 968.0977039337158)",-55.43304007735269
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,"(2910.228265762329, 673.7264750003815)",-4.705672915945448
0.0,"(2814.157180786133, 667.7365672588348)",-4.850656914570486
0.0,"(2741.1951694488525, 671.0503504276276)",-4.32997878753572
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.025141200050711632,[nan nan]
0.13594790012575686,[nan nan]
0.25195539998821914,[nan nan]
0.3724730000831187,[nan nan]
0.48779479996301234,[nan nan]
0.6042349999770522,[nan nan]
0.7195180999115109,[nan nan]
0.8425950999371707,[nan nan]
0.9640067999716848,[nan nan]
1.0827975000720471,[nan nan]
1.199007600080222,[nan nan]
1.3237538000103086,[nan nan]
1.4695057000499219,[nan nan]
1.5972845000214875,[nan nan]
1.7237390000373125,[nan nan]
1.8513044000137597,[nan nan]
1.9946207001339644,[nan nan]
2.125514700077474,[nan nan]
2.2484429001342505,[nan nan]
2.374202199978754,[nan nan]
2.502212299965322,[nan nan]
2.628250400070101,[nan nan]
2.754321299958974,[nan nan]
2.8809271999634802,[nan nan]
2.9994022001046687,[nan nan]
3.124169500079006,[nan nan]
3.2435254000592977,[nan nan]
3.358195099979639,[nan nan]
3.4773013999219984,[nan nan]
3.6052904000971466,[nan nan]
3.728073300095275,[nan nan]
3.851077900035307,[nan nan]
3.962241299916059,[nan nan]
4.082708599977195,[nan nan]
4.19419900001958,[nan nan]
4.315567099954933,[nan nan]
4.432005499955267,[nan nan]
4.544821999967098,[nan nan]
4.6571949000936,[nan nan]
4.781619700137526,[nan nan]
4.8973654001019895,[nan nan]
5.0281899000983685,[nan nan]
5.150623199995607,[nan nan]
5.279910899931565,[nan nan]
5.407809100113809,[nan nan]
5.536100700031966,[nan nan]
5.6625338001176715,[nan nan]
5.815408000024036,[nan nan]
5.968028099974617,[nan nan]
6.100783200003207,[nan nan]
6.245126799913123,[nan nan]
6.383819299982861,[nan nan]
6.52907139994204,[nan nan]
6.663343700114638,[nan nan]
6.803733000066131,[nan nan]
6.95417629997246,[nan nan]
7.097168199950829,[nan nan]
7.214908299967647,[nan nan]
7.331078800139949,[nan nan]
7.44234440010041,[nan nan]
7.560858800075948,[nan nan]
