timeStamp,robotRealCenCoords,robotHeading
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.0,[nan nan]
0.27456559997517616,[nan nan]
0.5285942999762483,[nan nan]
0.7696243999816943,[nan nan]
1.0240424999792594,[nan nan]
1.262107599992305,[nan nan]
1.5114876999869011,[nan nan]
1.7717918999842368,[nan nan]
2.029156899981899,[nan nan]
2.3247246999817435,[nan nan]
2.607198099984089,[nan nan]
2.8993807999941055,[nan nan]
3.185546599997906,[nan nan]
3.500226699979976,[nan nan]
3.804740799998399,[nan nan]
4.117215899983421,[nan nan]
4.418287199980114,[nan nan]
4.72668949997751,[nan nan]
5.025465399987297,[nan nan]
5.370877899986226,[nan nan]
5.7214985999744385,[nan nan]
5.99917359999381,[nan nan]
6.406112199998461,[nan nan]
6.711527999985265,[nan nan]
7.021505599986995,[nan nan]
7.360963399987668,[nan nan]
7.67198549999739,[nan nan]
7.965481299994281,[nan nan]
8.306935499975225,[nan nan]
8.650591899990104,[nan nan]
9.040156599978218,[nan nan]
9.36202439997578,[nan nan]
9.685468299983768,[nan nan]
9.984572399989702,[nan nan]
10.279041499976302,[nan nan]
10.627047799993306,[nan nan]
10.884713999985252,[nan nan]
11.243784499994945,[nan nan]
11.567142899992177,[nan nan]
11.90336810000008,[nan nan]
12.247925399977248,[nan nan]
12.565121999999974,[nan nan]
12.882350699976087,[nan nan]
13.177617699984694,[nan nan]
13.494594599993434,[nan nan]
13.833158299996285,[nan nan]
14.207425599975977,[nan nan]
14.571189199981745,[nan nan]
14.912844399979804,[nan nan]
15.285715099977097,[nan nan]
15.61009699999704,[nan nan]
15.917776599992067,[nan nan]
16.23461210000096,[nan nan]
16.513497299980372,[nan nan]
16.80274789998657,[nan nan]
17.11409309998271,[nan nan]
17.420931299973745,[nan nan]
17.700944299984258,[nan nan]
17.994196899991948,[nan nan]
18.327381199982483,[nan nan]
18.64973789997748,[nan nan]
18.93723849998787,[nan nan]
19.246450999984518,[nan nan]
19.536119899974437,[nan nan]
19.825676499982364,[nan nan]
20.129094199975953,[nan nan]
20.425060599984135,[nan nan]
20.72167869997793,[nan nan]
20.996775599982357,[nan nan]
21.288718800002243,[nan nan]
21.56602839997504,[nan nan]
21.852171799982898,[nan nan]
22.16811059997417,[nan nan]
22.471338099974673,[nan nan]
22.76479479999398,"(-18.930660486221313, 1756.249629855156)",55.99244623075508
23.055331199982902,"(-1.3828089237213135, 1728.3470877408981)",57.339219516203606
23.360454799985746,"(12.246571898460388, 1704.5827219486237)",58.147135272367734
23.643320599978324,"(34.496954679489136, 1672.4090651273727)",58.458147936224265
23.930454899993492,"(49.9958952665329, 1649.7267256975174)",58.637365269856225
